id,ts_source,ts_captured,btc_dominance_pct,usdt_dominance_pct,eth_dominance_pct,total_market_cap_usd,total3_usd,btc_market_cap_usd,fetch_status,usdc_dominance_pct,stablecoin_dominance_pct
65,2026-07-06 15:21:27+00:00,2026-07-06 15:30:01.509672+00:00,55.58429058188593,8.185649634794617,9.438963059637292,2250034810089.286,786988968502.3641,1250665887033.614,ok,,
67,2026-07-06 15:31:28+00:00,2026-07-06 15:40:00.981407+00:00,55.57917504404233,8.18328775016861,9.454429912988882,2250509512263.154,786922046537.5245,1250814621203.5615,ok,,
69,2026-07-06 15:41:29+00:00,2026-07-06 15:50:00.967834+00:00,55.56367414174911,8.190224522427638,9.453451000642628,2248735686573.1733,786672391112.2714,1249480169196.743,ok,,
71,2026-07-06 15:51:29+00:00,2026-07-06 16:00:02.865897+00:00,55.672604790533576,8.13312990279854,9.447183619201118,2263905049117.5386,789654871334.8972,1260374910828.1423,ok,,
73,2026-07-06 16:01:30+00:00,2026-07-06 16:10:01.097108+00:00,55.82096908437693,8.082232433159552,9.447769643401818,2278971420199.6367,791515518268.787,1272143931911.4253,ok,,
75,2026-07-06 16:11:30+00:00,2026-07-06 16:20:00.977435+00:00,55.8444085740632,8.061843586153728,9.478377784759218,2284689185978.9805,792266550058.8121,1275871163665.5403,ok,,
77,2026-07-06 16:21:33+00:00,2026-07-06 16:30:00.953417+00:00,55.81642570850226,8.046714011495654,9.495751810621206,2288971041683.958,793994211578.0017,1277621820970.6567,ok,,
79,2026-07-06 16:31:34+00:00,2026-07-06 16:40:01.047356+00:00,55.80419555160383,8.078840133367265,9.461452947674468,2279983859653.1367,791937607971.642,1272326651585.841,ok,,
81,2026-07-06 16:41:35+00:00,2026-07-06 16:50:00.957643+00:00,55.828502962214365,8.065402190440642,9.467533283938154,2284288483442.196,792738647327.0917,1275284063644.0476,ok,,
83,2026-07-06 16:51:36+00:00,2026-07-06 17:00:01.569684+00:00,55.8376980846645,8.05921114048926,9.46269564797533,2285475808784.9287,793051106984.1357,1276157081907.3726,ok,,
85,2026-07-06 17:01:36+00:00,2026-07-06 17:10:00.926446+00:00,55.85882947607461,8.061434352427257,9.457535837963825,2286448047003.177,793023287906.8845,1277183115634.5427,ok,,
87,2026-07-06 17:11:37+00:00,2026-07-06 17:20:01.056920+00:00,55.92539443293568,8.044036084078742,9.449372578352971,2289391390983.719,792707103151.6122,1280351165521.3176,ok,,
89,2026-07-06 17:21:37+00:00,2026-07-06 17:30:01.148282+00:00,55.91952952801999,8.04636854271194,9.456081561476369,2289035985647.606,792564721972.0074,1280018153901.2163,ok,,
91,2026-07-06 17:31:38+00:00,2026-07-06 17:40:03.651115+00:00,55.90441115806348,8.042915817639607,9.45779829932141,2290357774647.388,793329328658.8629,1280411027329.549,ok,,
93,2026-07-06 17:41:38+00:00,2026-07-06 17:50:02.758653+00:00,55.89191202179623,8.058141284491365,9.447817899083129,2285706031345.2246,792231883679.0046,1277524804116.363,ok,,
95,2026-07-06 17:51:39+00:00,2026-07-06 18:00:03.665162+00:00,55.86636347577997,8.06376961281014,9.457546983470388,2285587946800.548,792552522965.1393,1276874869918.2104,ok,,
97,2026-07-06 18:01:39+00:00,2026-07-06 18:10:01.290836+00:00,55.839250723048885,8.073517202795106,9.44959901382307,2281413753376.522,791904956058.194,1273924345778.036,ok,,
99,2026-07-06 18:11:40+00:00,2026-07-06 18:20:01.139397+00:00,55.87704501489363,8.064318268262648,9.449756218079065,2284161069212.7,791991707687.1757,1276321708856.6562,ok,,
101,2026-07-06 18:21:41+00:00,2026-07-06 18:30:01.056969+00:00,55.879631174947306,8.069163117886609,9.45598982568326,2282967619218.2266,791376547958.6871,1275713885462.6206,ok,,
103,2026-07-06 18:31:41+00:00,2026-07-06 18:40:02.347773+00:00,55.89931913277282,8.060301817643545,9.458656307301007,2284804904411.4087,791502676132.5978,1277190385078.1782,ok,,
105,2026-07-06 18:41:42+00:00,2026-07-06 18:50:00.915492+00:00,55.90904138799984,8.055467827353182,9.459431548218676,2286739293303.6333,791932737238.5732,1278494017928.7832,ok,,
107,2026-07-06 18:51:42+00:00,2026-07-06 19:00:02.026889+00:00,55.888155546366704,8.055213920617671,9.462264989435386,2287182907219.5605,792499258928.5936,1278264340816.78,ok,,
109,2026-07-06 19:01:43+00:00,2026-07-06 19:10:01.282841+00:00,55.8328545951543,8.056551039196751,9.454901574382395,2286237883950.274,793604468821.2438,1276471873445.289,ok,,
111,2026-07-06 19:11:43+00:00,2026-07-06 19:20:01.031503+00:00,55.82493299991557,8.057471624882302,9.46374631528663,2287184829181.9053,793912060711.3759,1276819398475.032,ok,,
113,2026-07-06 19:21:44+00:00,2026-07-06 19:30:01.963864+00:00,55.87226635910739,8.045684728947386,9.459630272987022,2289929835299.497,793875242354.1399,1279435697015.204,ok,,
115,2026-07-06 19:31:44+00:00,2026-07-06 19:40:01.135649+00:00,55.8529831835587,8.04361168977947,9.460455087421302,2290302351176.4863,794427138822.0284,1279202187055.2524,ok,,
117,2026-07-06 19:41:45+00:00,2026-07-06 19:50:01.559235+00:00,55.83363949378454,8.047036415549615,9.452617838738448,2289226700637.0977,794676265934.3367,1278158583229.1753,ok,,
119,2026-07-06 19:51:45+00:00,2026-07-06 20:00:06.398671+00:00,55.85235683710551,8.041023637459094,9.450360997909478,2290390539002.125,794703267997.6886,1279237096806.7715,ok,,
121,2026-07-06 20:01:46+00:00,2026-07-06 20:10:01.239794+00:00,55.81745487563183,8.051958579193983,9.454494944678354,2287251402957.112,794317814954.6051,1276685519737.842,ok,,
123,2026-07-06 20:11:47+00:00,2026-07-06 20:20:01.158735+00:00,55.80587689861585,8.066079972994288,9.445146409063518,2283843631732.2046,793612291279.6731,1274518965681.3516,ok,,
125,2026-07-06 20:21:48+00:00,2026-07-06 20:30:01.958454+00:00,55.82132689908473,8.064716465541604,9.441070486182973,2284301692109.2925,793511644326.5317,1275127514913.652,ok,,
127,2026-07-06 20:31:49+00:00,2026-07-06 20:40:01.509500+00:00,55.853496924919845,8.05300221322014,9.444762271623478,2287830457169.052,793916995269.3422,1277833314042.296,ok,,
129,2026-07-06 20:41:49+00:00,2026-07-06 20:50:01.167311+00:00,55.86857478780406,8.04223987508981,9.445127103176592,2290765659282.378,794581805557.7279,1279818125569.508,ok,,
131,2026-07-06 20:51:50+00:00,2026-07-06 21:00:04.380439+00:00,55.86020063458332,8.047677544870503,9.449196438043666,2288630816736.528,793939829107.5626,1278433766013.9275,ok,,
133,2026-07-06 21:01:50+00:00,2026-07-06 21:10:01.283671+00:00,55.86828962448104,8.044482067203996,9.446606540930269,2289994649119.7285,794287021853.7031,1279380842955.328,ok,,
135,2026-07-06 21:11:51+00:00,2026-07-06 21:20:01.244817+00:00,55.86140993897365,8.011560940597489,9.548165721522324,2302805265205.5293,796550112947.0336,1286379489292.73,ok,,
137,2026-07-06 21:21:51+00:00,2026-07-06 21:30:02.015844+00:00,55.87585916282388,7.994350287382596,9.510401275209505,2304191210954.89,797566744769.6503,1287486635875.3206,ok,,
139,2026-07-06 21:31:52+00:00,2026-07-06 21:40:01.040336+00:00,55.90684403673741,7.999979490913195,9.496254018313516,2301264432013.645,796166199037.7502,1286564316878.7795,ok,,
141,2026-07-06 21:41:53+00:00,2026-07-06 21:50:01.262606+00:00,55.89616803479211,8.003575535638412,9.496238263599412,2301511954606.32,796497906244.1027,1286456989487.577,ok,,
143,2026-07-06 21:51:53+00:00,2026-07-06 22:00:01.901998+00:00,55.90160654261407,8.002808141058802,9.497494676075474,2307450325096.865,798398551415.7855,1289901801901.9187,ok,,
145,2026-07-06 22:01:54+00:00,2026-07-06 22:10:01.661548+00:00,55.94707862803266,7.976486348075058,9.477077227558524,2309406800655.001,798496896054.8512,1292045638603.587,ok,,
147,2026-07-06 22:11:54+00:00,2026-07-06 22:20:01.153092+00:00,55.90898289962942,7.989715271943622,9.482809076128705,2306077908065.012,798092239624.2245,1289304703272.1992,ok,,
149,2026-07-06 22:21:55+00:00,2026-07-06 22:30:01.956762+00:00,55.94072802909359,7.981429194260553,9.47739085024989,2305631139616.91,797330619783.1582,1289786845167.187,ok,,
151,2026-07-06 22:31:55+00:00,2026-07-06 22:40:01.528931+00:00,55.92186715108687,8.004033974167447,9.48183680217512,2301544972711.9155,796249312408.2297,1287066922062.4758,ok,,
153,2026-07-06 22:41:56+00:00,2026-07-06 22:50:01.568259+00:00,55.93283264059299,8.004696598399057,9.48027338855756,2301162155825.4854,795900514932.6738,1287105177406.5305,ok,,
155,2026-07-06 22:51:57+00:00,2026-07-06 23:00:04.848960+00:00,55.94562172546114,8.004434026776282,9.472335957581056,2301710483704.692,795978493488.6107,1287706240428.7087,ok,,
157,2026-07-06 23:01:57+00:00,2026-07-06 23:10:01.215621+00:00,55.95552020527551,8.005853779564646,9.467763949389491,2300941321505.474,795589942504.8439,1287503686066.5288,ok,,
159,2026-07-06 23:11:58+00:00,2026-07-06 23:20:01.090810+00:00,55.95608636025965,8.003961846238749,9.470298762768817,2301148091362.844,795590078856.5707,1287632413280.4597,ok,,
161,2026-07-06 23:21:59+00:00,2026-07-06 23:30:01.605893+00:00,55.941720278352406,8.012248064573017,9.47040368080921,2298658371266.8203,795057108056.1223,1285909036209.016,ok,,
163,2026-07-06 23:31:59+00:00,2026-07-06 23:40:01.135995+00:00,55.93301394548107,8.01957575437974,9.470403625480593,2297247830948.87,794769239433.5211,1284919949646.8928,ok,,
165,2026-07-06 23:42:00+00:00,2026-07-06 23:50:01.569799+00:00,55.93195683941708,8.020234288495871,9.466893884265623,2296603574105.612,794651230961.5211,1284535319841.2607,ok,,
167,2026-07-06 23:52:00+00:00,2026-07-07 00:00:06.895782+00:00,55.9435237777784,8.024221567631981,9.457171005822266,2295814870634.7954,794335994294.4166,1284359738047.349,ok,,
169,2026-07-07 00:02:01+00:00,2026-07-07 00:10:01.147422+00:00,55.934945349832745,8.031314698898772,9.455564037741643,2294867533487.828,794241963570.0731,1283632900707.471,ok,,
171,2026-07-07 00:12:01+00:00,2026-07-07 00:20:01.178269+00:00,55.934197871972415,8.029631408875229,9.463236823288172,2294324933983.7915,793895283584.661,1283312248400.4944,ok,,
173,2026-07-07 00:22:02+00:00,2026-07-07 00:30:02.138983+00:00,55.946626222317086,8.023655467455788,9.45930967375154,2298334293993.2534,795087238986.6647,1285840496799.7358,ok,,
175,2026-07-07 00:32:02+00:00,2026-07-07 00:40:01.270319+00:00,55.95582245878892,8.008289496990523,9.46714697063788,2300305806319.0205,795377441867.598,1287155032993.084,ok,,
177,2026-07-07 00:42:03+00:00,2026-07-07 00:50:00.995757+00:00,55.91525163471714,8.026184963229468,9.45631747490401,2295427496460.8154,794870524250.6869,1283494060738.5527,ok,,
179,2026-07-07 00:52:03+00:00,2026-07-07 01:00:03.352222+00:00,55.9460164440214,8.01820241828384,9.461738479096493,2297400288120.404,794722338063.6057,1285303942976.8357,ok,,
181,2026-07-07 01:02:04+00:00,2026-07-07 01:10:01.081191+00:00,55.94978108097255,8.015191173031939,9.457934390504937,2298601045958.519,795138613993.5654,1286062253138.7366,ok,,
183,2026-07-07 01:12:05+00:00,2026-07-07 01:20:01.526235+00:00,55.93646611753466,8.035983997828605,9.4434389159652,2294147445194.0176,794236024197.7058,1283265008367.2383,ok,,
185,2026-07-07 01:22:05+00:00,2026-07-07 01:30:01.853754+00:00,55.952310121554746,8.035501001124295,9.437529554701426,2292288844702.618,793364844234.8712,1282588563269.8137,ok,,
187,2026-07-07 01:32:06+00:00,2026-07-07 01:40:01.071391+00:00,55.94521433605524,8.044264428016989,9.434544297093364,2290342761625.283,792922192202.883,1281337167021.5913,ok,,
189,2026-07-07 01:42:06+00:00,2026-07-07 01:50:01.092772+00:00,55.92459211126768,8.051612974426439,9.443467491241018,2288360136273.655,792503518474.2428,1279756072247.8906,ok,,
191,2026-07-07 01:52:07+00:00,2026-07-07 02:00:01.396371+00:00,55.94925553506626,8.037160823275256,9.452632337183314,2291750251959.7485,792902321861.0366,1282217204694.4844,ok,,
193,2026-07-07 02:02:07+00:00,2026-07-07 02:10:01.132036+00:00,55.905649051099104,8.051328774238984,9.450005347190324,2288705371723.849,792906998784.9248,1279515592929.5884,ok,,
195,2026-07-07 02:12:08+00:00,2026-07-07 02:20:01.229163+00:00,55.90749786371846,8.054598728868124,9.443128528442092,2287273034790.2847,792525779255.8534,1278757123062.7869,ok,,
197,2026-07-07 02:22:08+00:00,2026-07-07 02:30:01.296931+00:00,55.90511787112804,8.057845803104886,9.442967383152345,2286080716583.081,792170740928.7052,1278036119234.9004,ok,,
199,2026-07-07 02:32:09+00:00,2026-07-07 02:40:01.121719+00:00,55.87463339130648,8.08080055974458,9.416808653003343,2278886675480.373,790968702503.6064,1273319575327.9905,ok,,
201,2026-07-07 02:42:10+00:00,2026-07-07 02:50:01.048712+00:00,55.85625502251749,8.086483037863108,9.434065896086372,2279318820084.78,791144247693.2922,1273142132922.7908,ok,,
